"countryOnly","country","N_0-25%","mean_0-25%","median_0-25%","sd_0-25%","iqr_0-25%","OPcov_0-25%","OPcovNoWeights_0-25%","indAlloc_0-25%","N_+75%","mean_+75%","median_+75%","sd_+75%","iqr_+75%","OPcov_+75%","OPcovNoWeights_+75%","indAlloc_+75%","outliersOut","N_51-75%","mean_51-75%","median_51-75%","sd_51-75%","iqr_51-75%","OPcov_51-75%","OPcovNoWeights_51-75%","indAlloc_51-75%","N_26-50%","mean_26-50%","median_26-50%","sd_26-50%","iqr_26-50%","OPcov_26-50%","OPcovNoWeights_26-50%","indAlloc_26-50%","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Sweden","Sweden2014",120,0.330617441489157,0.288076450845371,0.214784472965787,0.31466435276485,-0.107873385676908,-0.0965021516352659,2.4,94,0.31023944758402,0.273108551513306,0.169193944529799,0.251840909090909,-0.234588949511902,-0.158650655820437,0.982475064198231,0,29,0.31144445502929,0.322475989743362,0.0953439283307834,0.131666666666667,-0.0567411206775353,-0.0391795327280699,2.64033900653991,70,0.216354931461635,0.210884265969947,0.136647993836387,0.243146428571429,-0.00975037579404164,-0.0232504327525112,1.79022836585332,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",63,0.259235272788484,0.185724841044609,0.212631545519938,0.290389610389611,0.0047374194124569,-0.0145290959635026,0.434557467504949,5,0.252129842273799,0.193375895778709,0.314843682448296,0.328590733585155,0.00735308902359256,-0.0469759597967938,2.14796877831642,1,3,0.241992797643919,0.245165920598454,0.211675711346387,0.401826253657552,-0.0107868968144528,-0.0118806591190177,1.30840222892507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",150,0.165451589873629,0.133333333333333,0.121719356734786,0.125,-0.0557695604200178,-0.0683797899152937,1.28571428571429,9,0.201739965289749,0.215346112363332,0.12672696022714,0.15,0.0887089514709236,0.0935607983731846,0.0862394668213338,7,5,0.310887833895928,0.268680060284625,0.139231759148704,0.292222222222222,0.00548103800150739,-0.00747996481329814,0.817444608349333,7,0.125057942201574,0.1007585032377,0.094352404584662,0.0662894248608534,0.0777023593124846,0.0921317669211256,0.277974303576162,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",94,0.272196195702599,0.299060788417016,0.100387174113117,0.132142857142857,0.0292157707965266,0.0199506630693651,0.754962560693538,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.272687117211051,0.27191994015669,0.1196454226066,0.114886731391586,-0.0259165343031759,-0.0235726364473122,3,11,0.221851781109621,0.186808809941448,0.138202347414378,0.126153846153846,0.0451036199470297,0.00841963205089738,0.123343242452084,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",175,0.172570358508515,0.14563684547356,0.130636247901786,0.174900542495479,-0.00712814515438377,-0.0239687641977298,0.597098562589473,104,0.307283567856304,0.18,0.286025110822469,0.429,-0.0327989279189293,-0.0391259561731829,0.868801172657282,3,10,0.242389083683857,0.248193523267885,0.117500676101365,0.0726495726495727,-0.00778282241012677,0.00231671657508722,1.77477001012353,34,0.149849187525613,0.139006013265956,0.133032101943819,0.1625,-0.0219331620879443,-0.0327108557638134,1.59798355113631,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",263,0.24696398516694,0.179660025687582,0.214358621226944,0.271428571428571,-0.0117794091025913,0.0178292039703612,1.06006348661208,98,0.258130655298269,0.184249595049725,0.234865895263999,0.41,-0.062347781814085,-0.0577670051684323,0.927987733040702,10,39,0.147676976164601,0.128755749004799,0.140605859497614,0.169188213220374,0.00697543783161944,-0.0574712503385944,0.489883305743792,96,0.208353986285157,0.236295415354487,0.104165694308007,0.112867132867133,-0.0407195594623594,-0.0565234032297681,0.764022971222548,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",161,0.148907910191101,0.0899970796024361,0.158053830054328,0.227168949771689,-0.0550571293686185,-0.0576741366856885,1.30162828913762,19,0.11787908229862,0.0481550263068046,0.154655760999485,0.213581623874815,-0.0621800092472355,-0.0579926299106153,1.99082454846118,16,5,0.0313738625259584,0.0248634656146181,0.0403418348066874,0.0270976417229044,0.0258366393516828,0.0299273453886277,0.19162937816956,11,0.0157325007756247,0.018372063465023,0.0104451558203411,0.0116910539760107,0.00614813415124035,0.0043207552612345,0.334887324474297,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",454,0.313245799428969,0.291870125325858,0.183702704343829,0.308571428571429,-0.0448199192314615,-0.0337577372132534,0.464663549859296,16,0.251066116337225,0.298431023321766,0.138952109993056,0.167502726281352,0.0276029061143656,0.0165926508273257,0.975164618986554,6,16,0.440856849131039,0.414897643723936,0.293196339927914,0.480952380952381,-0.0856747388741245,-0.0536251071238935,1.00604763853971,44,0.414451018558674,0.350971384839762,0.260373157816439,0.327680311890838,-0.10101522760173,-0.0412500500658563,1.6067361892129,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",192,0.25135640099696,0.204775591382303,0.174109874056725,0.238750149572649,-0.0466014616399524,-0.0364547106234216,1.14285714285714,32,0.31081698098489,0.210565180412573,0.27142676031086,0.462795555555556,-0.0689158396197817,-0.0479145840212391,1.21958320056764,2,10,0.20926720849212,0.202423636970398,0.116503136430687,0.0984852004843168,-0.0861281945025023,-0.0869501362270649,0.474659637812544,19,0.140496167074632,0.0901766626742962,0.149574208531132,0.139350050439545,0.0159339834700446,-0.0469825289865154,0.906312302082753,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",105,0.266104434993997,0.143574884193522,0.289526153216895,0.294060062328734,0.023981459150918,0.0590919380118537,0.0758870384252325,11,0.198571925786919,0.0400706711371047,0.288792296793944,0.484439225749482,-0.0676272146404567,-0.0599115822966907,1.66562567054212,0,3,0.0938339121857728,0.0863112134378331,0.0582302530330708,0.0817973024439588,0.0161222144026773,0.0285609574132094,0.787732042770641,3,0.245353479515389,0.296828774919685,0.202853242837508,0.325396825396825,0.0470394372772708,0.0579641996286428,0.850390746551286,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",58,0.133428300653539,0.126041921465188,0.0873712804491259,0.125460293844151,0.00950922875796558,0.00233379876116769,1.22527119985551,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",472,0.140200481230219,0.125,0.116030817119614,0.148571428571429,-0.0350065638731733,-0.0334803007398364,2.04042918208275,175,0.147619159958788,0.0708163168491068,0.157519898951716,0.156322202604133,0.0990091427948215,0.0512758097487661,0.237359265930825,24,28,0.143016537842089,0.146421866006621,0.0603209390749316,0.0707317073170732,-0.0124399752557609,-0.00833537447240104,0.310752666186319,31,0.210369358680971,0.161004704566592,0.201353192626161,0.157692307692308,-0.0411039236738369,-0.0241452333660569,0.955749419373656,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0.170950764284674,0.120535670419123,0.149819254556457,0.201290670744047,-0.0189215315796899,-0.0217950200259685,1.33333333333333,"2013",NA,NA,NA
"Yemen","Yemen2013",79,0.164785841324454,0.109186478977649,0.136418201238291,0.175,-0.0619430741487137,-0.0444186918039357,1.20225266401071,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",254,0.178804750672651,0.153981745615962,0.126344321778723,0.17,-0.0257115171739123,-0.0249737702141037,2.14285714285714,8,0.119999052782233,0.134183187699641,0.0801608199516313,0.153288633426762,0.00609020278517654,0.00268137171651028,0.987082351017145,1,NA,NA,NA,NA,NA,NA,NA,NA,17,0.151311093672753,0.142461526603229,0.11968415278617,0.187266666666667,-0.0190013373168445,-0.0304207515705153,0.252924842555013,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
